City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Miri,MY,2021-12-11 14:07:45,4.4148,114.0089,77.85,91,100,6.62
279,Laguna,US,2021-12-11 14:04:21,38.421,-121.4238,46.65,94,1,0.0
280,Waipawa,NZ,2021-12-11 14:07:46,-41.4122,175.5153,54.45,96,100,11.63
281,Macroom,IE,2021-12-11 14:07:46,51.9,-8.95,55.54,94,100,13.49
282,Luanda,AO,2021-12-11 14:07:47,-8.8368,13.2343,84.2,74,40,9.22
283,Hami,CN,2021-12-11 14:04:11,42.8,93.45,23.94,49,0,4.03
284,Dehloran,IR,2021-12-11 14:07:47,32.6941,47.2679,66.31,38,68,6.53
285,Avera,US,2021-12-11 14:07:48,33.194,-82.5271,65.86,93,100,10.6
286,Sao Joao Da Barra,BR,2021-12-11 14:07:49,-21.6403,-41.0511,86.09,73,16,6.58
287,Namibe,AO,2021-12-11 14:07:49,-15.1961,12.1522,78.46,62,91,13.82
288,Codrington,AU,2021-12-11 14:00:29,-38.2667,141.9667,53.62,78,3,11.65
289,Moron,AR,2021-12-11 14:04:04,-34.6534,-58.6198,83.01,50,2,4.0
290,Yertarskiy,RU,2021-12-11 14:07:50,56.7902,64.2995,11.41,92,5,4.65
291,Chokurdakh,RU,2021-12-11 14:07:50,70.6333,147.9167,-48.87,100,67,2.73
292,Charters Towers,AU,2021-12-11 14:06:46,-20.1,146.2667,77.99,73,6,11.36
293,Poya,NC,2021-12-11 14:07:51,-21.35,165.15,80.58,78,99,4.21
294,Baruun-Urt,MN,2021-12-11 14:07:51,46.6806,113.2792,5.49,72,2,11.95
295,Teacapan,MX,2021-12-11 14:07:52,22.55,-105.75,67.3,56,100,2.24
296,Pangai,TO,2021-12-11 14:07:52,-19.8,-174.35,79.52,76,0,2.86
297,Ust-Maya,RU,2021-12-11 14:07:53,60.4167,134.5333,-27.69,100,100,0.74
298,Los Llanos De Aridane,ES,2021-12-11 14:07:53,28.6585,-17.9182,68.13,70,75,1.99
299,Maracaibo,VE,2021-12-11 14:07:33,10.6317,-71.6406,82.47,58,43,6.49
300,Sydney Mines,CA,2021-12-11 14:07:54,46.2367,-60.2177,38.25,94,75,1.01
301,Isla Mujeres,MX,2021-12-11 14:07:54,21.2311,-86.731,84.25,67,1,18.45
302,Awjilah,LY,2021-12-11 14:07:55,29.1081,21.2869,68.41,35,77,8.99
303,Belyy Yar,RU,2021-12-11 14:07:55,53.6039,91.3903,10.29,85,100,0.0
304,Sinegorye,RU,2021-12-11 14:07:56,62.0788,150.477,-24.2,73,40,2.08
305,Corinto,GR,2021-12-11 14:05:15,37.9407,22.9573,64.02,66,98,22.64
306,Bathsheba,BB,2021-12-11 14:07:56,13.2167,-59.5167,84.81,70,75,21.85
307,Abha,SA,2021-12-11 14:07:57,18.2164,42.5053,66.45,15,0,6.91
308,Quatre Cocos,MU,2021-12-11 14:07:57,-20.2078,57.7625,81.09,71,100,12.77
309,Carballo,ES,2021-12-11 14:07:58,43.213,-8.691,59.9,81,78,3.09
310,Constitucion,CL,2021-12-11 14:07:58,-35.3333,-72.4167,57.83,83,100,1.7
311,Surab,PK,2021-12-11 14:07:58,28.4914,66.2585,46.71,15,81,3.62
312,Scottsbluff,US,2021-12-11 14:07:59,41.8666,-103.6672,28.29,59,1,15.01
313,Lahaina,US,2021-12-11 14:07:59,20.8783,-156.6825,73.15,76,80,9.6
314,San Rafael,AR,2021-12-11 14:08:00,-34.6177,-68.3301,82.99,34,0,2.48
315,Provideniya,RU,2021-12-11 14:08:01,64.3833,-173.3,-6.21,80,100,9.06
316,Adrar,MR,2021-12-11 14:08:01,20.5022,-10.0711,80.73,9,45,12.08
317,Shelburne,CA,2021-12-11 14:06:50,44.0787,-80.2041,52.12,100,100,21.16
318,Vendome,FR,2021-12-11 14:08:02,47.8,1.0667,48.58,88,100,7.4
319,Caravelas,BR,2021-12-11 14:08:02,-17.7125,-39.2481,75.78,79,100,5.28
320,Vancouver,CA,2021-12-11 14:07:03,49.2497,-123.1193,45.25,93,100,5.01
321,Normal,US,2021-12-11 14:08:03,40.5142,-88.9906,34.88,76,90,21.99
322,Nuuk,GL,2021-12-11 14:05:58,64.1835,-51.7216,27.21,74,75,4.61
323,Pochutla,MX,2021-12-11 14:08:03,15.7432,-96.4661,75.81,70,7,0.98
324,Kimbe,PG,2021-12-11 14:09:04,-5.5502,150.1429,76.95,95,99,2.15
325,San Quintin,MX,2021-12-11 14:04:21,30.4833,-115.95,53.73,69,0,3.24
326,Sann,PK,2021-12-11 14:09:04,26.0418,68.1378,67.91,17,100,4.16
327,Sept-Iles,CA,2021-12-11 14:05:02,50.2001,-66.3821,18.0,82,59,4.14
328,Canberra,AU,2021-12-11 14:09:05,-35.2835,149.1281,54.14,83,75,1.99
329,Aasiaat,GL,2021-12-11 14:09:05,68.7098,-52.8699,12.07,85,100,6.33
330,Coquimbo,CL,2021-12-11 14:01:23,-29.9533,-71.3436,61.72,75,72,3.09
331,Dunedin,NZ,2021-12-11 14:09:06,-45.8742,170.5036,48.79,70,27,4.0
332,Port Keats,AU,2021-12-11 14:09:06,-14.25,129.55,83.93,75,18,7.07
333,Khani,GE,2021-12-11 14:09:07,41.9563,42.9566,51.37,55,91,5.68
334,Margate,GB,2021-12-11 13:58:07,51.3813,1.3862,46.96,75,100,1.99
335,Novoulyanovsk,RU,2021-12-11 14:09:07,54.1496,48.3891,18.37,72,5,12.64
336,Ambilobe,MG,2021-12-11 14:09:08,-13.2,49.05,83.41,58,98,5.59
337,Narsaq,GL,2021-12-11 14:09:08,60.9167,-46.05,25.02,80,100,0.6
338,Fairbanks,US,2021-12-11 14:00:03,64.8378,-147.7164,5.09,82,100,1.01
339,Chingola,ZM,2021-12-11 14:09:09,-12.529,27.8838,93.63,17,69,6.96
340,Daru,PG,2021-12-11 14:09:09,-9.0763,143.2092,78.76,90,86,5.91
341,Zhigansk,RU,2021-12-11 14:08:12,66.7697,123.3711,-8.0,98,100,8.7
342,Mattru,SL,2021-12-11 14:09:10,7.6244,-11.8332,93.18,44,65,2.1
343,Half Moon Bay,US,2021-12-11 14:03:19,37.4636,-122.4286,49.91,80,1,0.0
344,Kyra,RU,2021-12-11 14:09:11,49.5776,111.9753,3.76,68,40,11.5
345,Carmelo,UY,2021-12-11 14:05:28,-33.9892,-58.2856,81.14,32,0,2.93
346,Fergus Falls,US,2021-12-11 14:09:12,46.283,-96.0776,18.86,88,1,3.44
347,Sinnamary,GF,2021-12-11 14:09:12,5.3833,-52.95,80.2,85,97,8.95
348,Lancut,PL,2021-12-11 14:09:13,50.0687,22.2291,34.97,96,90,5.75
349,Oil City,US,2021-12-11 14:09:14,41.4339,-79.7064,62.46,89,90,4.0
350,Zilair,RU,2021-12-11 14:09:14,52.2332,57.4392,14.59,77,19,16.51
351,Nouadhibou,MR,2021-12-11 14:09:14,20.931,-17.0347,70.21,47,0,9.64
352,Villa Sandino,NI,2021-12-11 14:09:15,12.0483,-84.9936,71.28,90,99,8.59
353,Ponta Do Sol,PT,2021-12-11 14:08:16,32.6667,-17.1,68.63,55,23,5.79
354,Sorland,NO,2021-12-11 14:09:15,67.667,12.6934,23.07,67,100,16.28
355,Hailar,CN,2021-12-11 14:09:17,49.2,119.7,2.59,91,38,11.97
356,Santa Rosa,PH,2021-12-11 14:09:17,14.3122,121.1114,81.1,83,100,14.16
357,Nizhniy Tsasuchey,RU,2021-12-11 14:09:18,50.5167,115.1333,6.46,64,23,14.79
358,Makakilo City,US,2021-12-11 14:09:18,21.3469,-158.0858,73.72,75,1,8.05
359,Luderitz,NA,2021-12-11 14:05:33,-26.6481,15.1594,72.32,57,0,18.45
360,Chernyshevskiy,RU,2021-12-11 14:09:19,63.0128,112.4714,-37.98,100,58,2.3
361,Wasilla,US,2021-12-11 14:04:20,61.5814,-149.4394,17.13,82,90,8.05
362,Murwillumbah,AU,2021-12-11 14:09:19,-28.3167,153.4,71.94,94,90,5.75
363,Dali,CN,2021-12-11 14:09:20,25.7,100.1833,49.55,77,2,4.27
364,Wanning,CN,2021-12-11 14:09:20,18.8003,110.3967,71.98,86,98,12.12
365,Kaitangata,NZ,2021-12-11 14:09:21,-46.2817,169.8464,47.93,68,3,5.35
366,Severnoye,RU,2021-12-11 14:09:21,56.3491,78.3619,8.58,97,100,4.74
367,San Andres,CO,2021-12-11 14:08:20,12.5847,-81.7006,81.32,77,3,21.16
368,Alekseyevsk,RU,2021-12-11 14:02:52,57.8406,108.3492,1.17,92,100,9.26
369,Sayyan,YE,2021-12-11 14:10:22,15.1718,44.3244,59.29,22,0,11.03
370,Vostok,RU,2021-12-11 14:06:59,46.4856,135.8833,13.59,97,100,3.56
371,Atbasar,KZ,2021-12-11 14:10:23,51.8,68.3333,14.07,85,100,7.83
372,Tautira,PF,2021-12-11 14:01:55,-17.7333,-149.15,75.22,74,37,10.78
373,Emba,KZ,2021-12-11 14:04:19,48.8264,58.1442,24.3,95,100,11.36
374,Belaya Gora,RU,2021-12-11 14:10:23,68.5333,146.4167,-46.01,93,94,2.24
375,Port Augusta,AU,2021-12-11 14:05:36,-32.5,137.7667,70.7,24,8,7.52
376,Takoradi,GH,2021-12-11 14:10:24,4.8845,-1.7554,84.76,65,71,7.96
377,Longyearbyen,SJ,2021-12-11 14:06:35,78.2186,15.6401,31.84,69,75,14.97
378,Komsomolskiy,UZ,2021-12-11 14:01:44,40.4272,71.7189,40.42,44,0,6.91
379,Savannah Bight,HN,2021-12-11 14:10:25,16.45,-85.85,80.01,76,2,15.39
380,Zhanaozen,KZ,2021-12-11 14:10:25,43.3,52.8,39.6,78,15,8.5
381,Veracruz,MX,2021-12-11 14:10:26,19.3333,-96.6667,68.86,58,96,3.62
382,Klaksvik,FO,2021-12-11 14:09:40,62.2266,-6.589,45.52,94,100,44.6
383,Conde,BR,2021-12-11 14:10:26,-7.2597,-34.9075,87.26,62,75,12.66
384,Kununurra,AU,2021-12-11 14:06:59,-15.7667,128.7333,84.18,74,98,3.44
385,Berezovyy,RU,2021-12-11 14:10:27,51.6667,135.7,14.43,97,100,1.45
386,Tomarovka,RU,2021-12-11 14:10:27,50.6834,36.2331,30.96,75,100,15.37
387,Tabou,CI,2021-12-11 14:06:52,4.423,-7.3528,85.05,65,83,7.67
388,Chuzhou,CN,2021-12-11 14:10:28,32.3219,118.2978,52.45,57,100,8.01
389,Kirovskiy,RU,2021-12-11 14:10:28,45.0917,133.5136,20.84,94,97,2.21
390,Plettenberg Bay,ZA,2021-12-11 14:10:29,-34.0527,23.3716,66.42,75,92,5.53
391,Tura,IN,2021-12-11 14:10:29,25.5198,90.2201,58.78,54,0,3.29
392,Yatou,CN,2021-12-11 14:10:30,37.15,122.3833,43.2,78,100,9.37
393,Kruisfontein,ZA,2021-12-11 14:10:30,-34.0033,24.7314,67.89,64,60,16.91
394,Kavieng,PG,2021-12-11 14:10:31,-2.5744,150.7967,83.44,80,100,10.98
395,Tessalit,ML,2021-12-11 14:10:31,20.1986,1.0114,82.98,5,42,7.27
396,Roma,US,2021-12-11 14:10:32,43.2128,-75.4557,52.43,93,90,6.91
397,Horsham,GB,2021-12-11 14:10:32,51.064,-0.3272,48.43,79,0,4.61
398,Lumut,MY,2021-12-11 14:10:32,4.2323,100.6298,78.48,85,100,3.2
399,Kirksville,US,2021-12-11 14:09:38,40.1948,-92.5833,33.12,77,75,1.01
400,Puksoozero,RU,2021-12-11 14:10:33,62.5903,40.6066,10.02,83,99,8.68
401,Acarau,BR,2021-12-11 14:10:33,-2.8856,-40.12,86.86,59,57,17.05
402,Lethem,GY,2021-12-11 14:10:34,3.3803,-59.7968,85.05,65,100,10.04
403,Banyumas,ID,2021-12-11 14:10:34,-7.5142,109.2942,77.09,90,100,1.66
404,Saint-Francois,FR,2021-12-11 14:10:35,46.4154,3.9054,39.47,87,90,2.3
405,Viedma,AR,2021-12-11 14:10:35,-40.8135,-62.9967,85.53,35,34,17.43
406,Hamilton,US,2021-12-11 14:07:53,39.1834,-84.5333,64.38,88,75,8.01
407,La Ronge,CA,2021-12-11 14:01:47,55.1001,-105.2842,4.23,96,100,5.82
408,Natal,BR,2021-12-11 14:10:36,-5.795,-35.2094,88.45,58,75,18.41
409,Pimenta Bueno,BR,2021-12-11 14:04:23,-11.6725,-61.1936,76.87,93,100,2.3
410,Pangody,RU,2021-12-11 14:10:37,65.85,74.4859,-0.24,93,100,16.67
411,Amos,CA,2021-12-11 14:10:37,48.5669,-78.1162,25.07,96,100,13.73
412,Lagunas,PE,2021-12-11 14:10:38,-5.2269,-75.6753,78.53,92,93,1.7
413,Pasuquin,PH,2021-12-11 14:10:38,18.3328,120.6177,75.11,83,95,12.3
414,Trelew,AR,2021-12-11 14:10:39,-43.249,-65.3051,83.08,35,24,9.17
415,Nyimba,ZM,2021-12-11 14:10:39,-14.5566,30.8149,96.84,17,96,6.31
416,Minnedosa,CA,2021-12-11 14:09:51,50.2453,-99.8436,7.66,88,21,9.48
417,Gander,CA,2021-12-11 14:10:39,48.9682,-54.5906,19.17,92,97,10.0
418,Bousso,TD,2021-12-11 14:11:40,10.4795,16.7117,98.17,9,50,7.52
419,Kutum,SD,2021-12-11 14:11:40,14.2,24.6667,82.02,12,2,8.52
420,Nome,US,2021-12-11 14:08:58,64.5011,-165.4064,-5.73,71,1,16.11
421,Tawang,IN,2021-12-11 14:11:41,27.5833,91.8667,35.24,81,45,2.82
422,Kurush,RU,2021-12-11 14:11:42,41.2841,47.8345,19.29,44,3,1.25
423,Lapy,PL,2021-12-11 14:11:42,52.9911,22.8842,37.49,100,100,2.55
424,Edd,ER,2021-12-11 14:11:42,13.9297,41.6925,86.74,40,0,22.93
425,North Bend,US,2021-12-11 14:11:43,43.4065,-124.2243,50.86,94,90,18.41
426,Yerofey Pavlovich,RU,2021-12-11 14:11:43,53.9667,121.9667,3.13,91,100,2.89
427,San Cristobal,VE,2021-12-11 14:03:00,7.7669,-72.225,68.18,67,74,3.13
428,Ayapel,CO,2021-12-11 14:11:44,8.3137,-75.1398,80.71,80,16,2.1
429,Loiza,PR,2021-12-11 14:11:44,18.4313,-65.8802,83.14,71,40,17.27
430,Payakumbuh,ID,2021-12-11 14:11:45,-0.2202,100.6308,71.65,97,100,1.61
431,Hualmay,PE,2021-12-11 14:11:45,-11.0964,-77.6139,69.55,78,42,9.6
432,Bella Union,UY,2021-12-11 14:11:45,-30.2752,-57.6007,84.36,27,81,2.24
433,Sambava,MG,2021-12-11 14:05:45,-14.2667,50.1667,80.6,64,86,12.8
434,Bima,ID,2021-12-11 14:09:32,-8.4667,118.7167,78.39,92,100,3.33
435,Maniitsoq,GL,2021-12-11 14:06:51,65.4167,-52.9,22.87,65,83,9.78
436,Nemuro,JP,2021-12-11 14:11:47,43.3236,145.575,39.74,64,21,6.89
437,Chiredzi,ZW,2021-12-11 14:11:47,-21.05,31.6667,101.28,16,86,12.55
438,Barquisimeto,VE,2021-12-11 14:11:48,10.0739,-69.3228,78.87,52,35,4.21
439,Pascagoula,US,2021-12-11 14:11:36,30.3658,-88.5561,75.2,93,90,8.05
440,Yulara,AU,2021-12-11 14:01:16,-25.2406,130.9889,84.43,17,7,15.03
441,Verkhnyaya Inta,RU,2021-12-11 14:11:48,65.9811,60.3094,14.13,92,100,18.75
442,San Ignacio,BZ,2021-12-11 14:11:49,17.1561,-89.0714,72.95,86,16,0.85
443,Comodoro Rivadavia,AR,2021-12-11 14:04:09,-45.8667,-67.5,60.66,67,0,13.8
444,Armeria,MX,2021-12-11 14:11:50,18.9333,-103.9667,78.1,40,100,4.41
445,Kamien Pomorski,PL,2021-12-11 14:11:50,53.9685,14.7726,34.5,90,100,9.15
446,Lavrentiya,RU,2021-12-11 14:09:32,65.5833,-171.0,-10.7,81,100,7.76
447,Paignton,GB,2021-12-11 14:11:51,50.4357,-3.5679,55.62,97,89,5.99
448,Hofn,IS,2021-12-11 14:11:51,64.2539,-15.2082,42.76,84,86,15.35
449,Kungurtug,RU,2021-12-11 14:09:29,50.5994,97.5228,-4.5,95,83,1.9
450,Chaiya,TH,2021-12-11 14:11:52,9.3862,99.1986,78.01,80,9,8.21
451,Gemena,CD,2021-12-11 14:11:52,3.25,19.7667,96.69,24,100,4.61
452,Irece,BR,2021-12-11 14:09:01,-11.3042,-41.8558,79.5,66,100,11.88
453,Manali,IN,2021-12-11 14:11:53,13.1667,80.2667,83.07,82,19,13.53
454,San Jeronimo,PE,2021-12-11 14:11:53,-11.9472,-75.2829,57.85,59,28,2.13
455,Port Macquarie,AU,2021-12-11 14:11:54,-31.4333,152.9167,64.89,80,44,10.0
456,Omboue,GA,2021-12-11 14:09:27,-1.5746,9.2618,82.11,79,100,6.2
457,Mogocha,RU,2021-12-11 14:11:54,53.7333,119.7667,-2.94,94,100,4.41
458,Shieli,KZ,2021-12-11 14:11:55,44.1667,66.75,41.65,81,85,5.55
459,Zhucheng,CN,2021-12-11 14:11:55,35.9947,119.3975,45.79,75,100,6.51
460,Lata,PT,2021-12-11 14:02:59,40.1629,-8.3327,65.48,62,5,5.32
461,Kirakira,SB,2021-12-11 14:11:56,-10.4544,161.9205,80.89,86,100,4.45
462,Lulea,SE,2021-12-11 14:11:56,65.5842,22.1547,30.27,93,90,3.44
463,Chumikan,RU,2021-12-11 14:11:57,54.7183,135.315,8.89,96,100,3.4
464,Bilibino,RU,2021-12-11 14:12:57,68.0546,166.4372,-40.18,100,61,2.73
465,Grenada,ES,2021-12-11 14:08:48,37.1882,-3.6067,67.39,59,0,1.99
466,Nanakuli,US,2021-12-11 14:12:58,21.3906,-158.1547,75.15,73,1,8.05
467,Mount Isa,AU,2021-12-11 14:12:58,-20.7333,139.5,71.37,20,0,6.91
468,Loubomo,CG,2021-12-11 14:12:59,-4.1997,12.6739,86.13,64,60,0.98
469,Conroe,US,2021-12-11 14:12:59,30.3119,-95.456,61.47,55,90,1.99
470,Teknaf,BD,2021-12-11 14:12:59,20.8624,92.3058,74.39,51,0,13.56
471,Krasnyy Yar,RU,2021-12-11 14:11:34,46.5331,48.3456,33.73,70,80,7.49
472,Odessa,UA,2021-12-11 14:08:01,46.4775,30.7326,48.13,93,40,6.71
473,Takestan,IR,2021-12-11 14:13:00,36.0696,49.6959,48.47,37,0,4.52
474,Havoysund,NO,2021-12-11 14:07:01,70.9963,24.6622,34.68,95,100,12.82
475,Invermere,CA,2021-12-11 14:13:01,50.5167,-116.0354,23.58,93,100,9.15
476,Dasoguz,TM,2021-12-11 14:13:01,41.8363,59.9666,46.51,61,100,9.33
477,Camacha,PT,2021-12-11 14:13:02,33.0833,-16.3333,65.16,63,75,12.66
478,Cambuci,BR,2021-12-11 14:13:03,-21.5753,-41.9111,85.44,68,72,4.5
479,Antofagasta,CL,2021-12-11 14:09:27,-23.65,-70.4,65.48,60,3,6.87
480,Bubaque,GW,2021-12-11 14:13:03,11.2833,-15.8333,81.21,65,98,7.36
481,Vestmanna,FO,2021-12-11 14:13:04,62.1564,-7.1664,43.72,93,90,27.63
482,San Antonio,US,2021-12-11 14:10:02,29.4241,-98.4936,59.11,37,75,20.71
483,Umm Kaddadah,SD,2021-12-11 14:13:04,13.6017,26.6876,87.31,12,28,14.45
484,Karasjok,NO,2021-12-11 14:13:05,69.4719,25.5112,12.31,100,96,2.46
485,Vila Velha,BR,2021-12-11 14:13:05,-20.3297,-40.2925,85.95,71,75,5.01
486,Sobolevo,RU,2021-12-11 14:13:06,54.4299,31.8996,29.82,90,100,14.99
487,Zelenoborsk,RU,2021-12-11 14:13:06,61.4669,64.0333,11.23,89,6,7.52
488,Ligaya,PH,2021-12-11 14:13:06,12.6599,120.8923,79.29,85,100,1.97
489,Urumqi,CN,2021-12-11 14:12:02,43.801,87.6005,2.35,85,75,4.47
490,Ous,RU,2021-12-11 14:13:07,60.9058,61.5186,5.77,92,5,5.21
491,Strezhevoy,RU,2021-12-11 14:13:08,60.7333,77.5889,8.58,92,96,12.28
492,Vilyuysk,RU,2021-12-11 14:08:11,63.7553,121.6247,-14.84,100,97,2.86
493,Storforshei,NO,2021-12-11 14:13:08,66.4043,14.5233,27.66,90,100,5.55
494,Aksarka,RU,2021-12-11 14:13:09,66.5606,67.7975,-2.96,99,87,3.06
495,Tigil,RU,2021-12-11 14:13:09,57.8,158.6667,13.37,97,100,4.94
496,Abdulino,RU,2021-12-11 14:13:09,53.7,53.6667,15.04,85,6,11.5
497,Rawson,AR,2021-12-11 14:13:10,-43.3002,-65.1023,75.04,53,37,8.99
498,Amarante,BR,2021-12-11 14:13:10,-6.2411,-42.8547,90.12,52,65,6.22
499,Belmonte,BR,2021-12-11 14:13:11,-15.8631,-38.8828,82.9,65,47,7.85
500,Gigmoto,PH,2021-12-11 14:13:11,13.7796,124.39,79.02,89,100,15.57
501,Orumiyeh,IR,2021-12-11 14:13:12,37.5527,45.0761,42.35,61,0,4.61
502,Luena,AO,2021-12-11 14:13:12,-11.7833,19.9167,76.75,62,100,6.91
503,Toropets,RU,2021-12-11 14:13:13,56.4978,31.6353,27.55,86,100,12.03
504,Moa,CU,2021-12-11 14:13:13,20.6569,-74.9403,80.02,75,44,15.55
505,Zemio,CF,2021-12-11 14:13:14,5.0314,25.1361,97.81,20,99,6.06
506,Gravdal,NO,2021-12-11 14:13:14,68.1214,13.5031,31.68,93,0,2.3
507,Sumbe,AO,2021-12-11 14:13:14,-11.2061,13.8437,81.43,77,46,7.9
508,Boguchany,RU,2021-12-11 14:13:15,58.3814,97.4531,17.42,90,100,10.56
509,Paulista,BR,2021-12-11 14:14:16,-7.9408,-34.8731,85.86,65,29,11.99
510,Qingdao,CN,2021-12-11 14:14:16,36.0986,120.3719,46.38,56,100,10.47
511,Semirom,IR,2021-12-11 14:14:17,31.4167,51.5667,41.97,29,1,1.77
512,Katherine,AU,2021-12-11 14:14:17,-14.4667,132.2667,84.52,48,62,0.0
513,Nijar,ES,2021-12-11 14:08:13,36.9665,-2.206,61.65,63,0,3.44
514,Berlevag,NO,2021-12-11 14:14:18,70.8578,29.0864,27.82,85,43,20.09
515,Sola,VU,2021-12-11 14:14:18,-13.8833,167.55,82.83,73,100,6.85
516,Riyadh,SA,2021-12-11 14:07:03,24.6877,46.7219,68.14,27,32,3.29
517,Lazarev,RU,2021-12-11 14:14:19,52.225,141.5131,24.03,96,100,7.76
518,Chimbote,PE,2021-12-11 14:14:19,-9.0853,-78.5783,67.3,84,95,6.8
519,Virginia Beach,US,2021-12-11 14:10:47,36.8529,-75.978,65.05,89,75,1.99
520,Nueva Loja,EC,2021-12-11 14:14:20,0.0847,-76.8828,76.48,94,90,4.61
521,Shambu,ET,2021-12-11 14:14:20,9.5667,37.1,67.77,23,18,1.61
522,Shaoyang,CN,2021-12-11 14:14:21,27.2315,111.4525,51.4,75,100,8.21
523,Pundaguitan,PH,2021-12-11 14:14:21,6.3711,126.1689,82.85,78,97,11.92
524,Homer,US,2021-12-11 14:09:36,59.6425,-151.5483,24.67,71,90,6.91
525,Paamiut,GL,2021-12-11 14:14:22,61.994,-49.6678,20.44,93,100,11.68
526,Dayong,CN,2021-12-11 14:14:22,25.0209,118.2898,64.89,83,0,1.16
527,Jawhar,SO,2021-12-11 14:14:22,2.7809,45.5005,88.32,40,95,14.97
528,Tomatlan,MX,2021-12-11 14:14:23,19.9333,-105.25,67.42,40,91,3.22
529,Nabire,ID,2021-12-11 14:09:36,-3.3667,135.4833,78.35,88,100,0.83
530,Posse,BR,2021-12-11 14:14:23,-14.0931,-46.3694,80.06,66,78,4.76
531,Flin Flon,CA,2021-12-11 14:14:24,54.7682,-101.865,-2.78,100,91,3.22
532,Benito Juarez,MX,2021-12-11 14:14:24,19.385,-99.165,54.0,58,40,1.01
533,Ahuimanu,US,2021-12-11 14:06:53,21.4447,-157.8378,74.91,76,20,12.66
534,Deputatskiy,RU,2021-12-11 14:08:15,69.3,139.9,-18.8,99,100,1.07
535,Manokwari,ID,2021-12-11 14:14:25,-0.8667,134.0833,81.25,83,100,14.05
536,Berdigestyakh,RU,2021-12-11 14:14:26,62.0989,126.6992,-12.75,100,100,1.7
537,Balad,IQ,2021-12-11 14:14:26,34.0164,44.1453,61.97,29,38,8.63
538,Barstow,US,2021-12-11 14:14:27,34.8986,-117.0228,36.54,29,8,4.43
539,Kamaishi,JP,2021-12-11 14:14:27,39.2667,141.8833,45.91,77,99,6.04
540,Uruzgan,AF,2021-12-11 14:05:44,32.8333,66.0,42.75,19,49,1.86
541,Madimba,TZ,2021-12-11 14:14:28,-10.4,40.3333,83.88,65,26,10.83
542,Iquique,CL,2021-12-11 14:14:28,-20.2208,-70.1431,68.04,59,56,7.29
543,Gizo,SB,2021-12-11 14:14:28,-8.103,156.8419,83.7,80,100,16.42
544,Mehamn,NO,2021-12-11 14:14:29,71.0357,27.8492,31.82,90,94,14.7
545,Palmas,BR,2021-12-11 14:14:30,-10.2128,-48.3603,80.47,78,40,2.3
546,Santa Cruz,BO,2021-12-11 14:04:49,-17.8,-63.1667,85.46,70,75,13.8
547,Hovd,MN,2021-12-11 14:14:30,48.0056,91.6419,4.89,71,0,4.29
548,Ginda,IN,2021-12-11 14:14:31,30.6945,78.4932,42.49,36,0,7.45
549,Eyl,SO,2021-12-11 14:14:31,7.9803,49.8164,80.01,69,15,21.43
550,Kelso,US,2021-12-11 14:14:32,46.1468,-122.9084,46.26,94,90,24.16
551,Knyaginino,RU,2021-12-11 14:14:32,55.8228,45.0349,5.97,92,13,8.05
552,Nioro,GM,2021-12-11 14:14:33,13.35,-15.75,98.29,15,100,1.95
553,Cape Coast,GH,2021-12-11 14:14:33,5.1053,-1.2466,85.12,66,94,8.86
554,Flinders,AU,2021-12-11 14:14:33,-34.5833,150.8552,62.19,82,95,13.53
555,Dwarka,IN,2021-12-11 14:14:34,22.2394,68.9678,75.51,48,0,10.27
556,Port Hardy,CA,2021-12-11 14:15:01,50.6996,-127.4199,38.75,89,100,8.52
557,Gamba,GA,2021-12-11 14:15:34,-2.65,10.0,82.92,75,83,8.59
558,Zhaoyuan,CN,2021-12-11 14:15:35,37.3592,120.3964,41.74,80,95,8.99
